time, Ch1, Ch2, Rm, I=Ch2/2000, V=Ch1-Ch2
-4.40000e-08, 1.30000, 0.500000, 3200.00, 0.000250000, 0.800000
-4.00000e-08, 0.900000, 0.300000, 4000.00, 0.000150000, 0.600000
-3.60000e-08, 1.50000, 0.300000, 8000.00, 0.000150000, 1.20000
-3.20000e-08, 1.70000, 0.300000, 9333.33, 0.000150000, 1.40000
-2.80000e-08, 2.10000, 0.500000, 6400.00, 0.000250000, 1.60000
-2.40000e-08, 2.10000, 0.900000, 2666.67, 0.000450000, 1.20000
-2.00000e-08, 2.50000, 0.900000, 3555.56, 0.000450000, 1.60000
-1.60000e-08, 2.70000, 1.30000, 2153.85, 0.000650000, 1.40000
-1.20000e-08, 3.10000, 1.10000, 3636.36, 0.000550000, 2.00000
-8.00000e-09, 3.30000, 1.70000, 1882.35, 0.000850000, 1.60000
-4.00000e-09, 3.90000, 1.50000, 3200.00, 0.000750000, 2.40000
3.70600e-22, 4.50000, 1.90000, 2736.84, 0.000950000, 2.60000
4.00000e-09, 5.10000, 1.90000, 3368.42, 0.000950000, 3.20000
8.00000e-09, 5.10000, 2.30000, 2434.78, 0.00115000, 2.80000
1.20000e-08, 6.30000, 2.30000, 3478.26, 0.00115000, 4.00000
1.60000e-08, 6.70000, 2.50000, 3360.00, 0.00125000, 4.20000
2.00000e-08, 7.10000, 2.30000, 4173.91, 0.00115000, 4.80000
2.40000e-08, 7.50000, 2.50000, 4000.00, 0.00125000, 5.00000
2.80000e-08, 7.90000, 3.10000, 3096.77, 0.00155000, 4.80000
3.20000e-08, 8.30000, 3.50000, 2742.86, 0.00175000, 4.80000
3.60000e-08, 9.30000, 3.50000, 3314.29, 0.00175000, 5.80000
4.00000e-08, 9.90000, 3.90000, 3076.92, 0.00195000, 6.00000
4.40000e-08, 10.1000, 4.10000, 2926.83, 0.00205000, 6.00000
4.80000e-08, 11.1000, 4.50000, 2933.33, 0.00225000, 6.60000
5.20000e-08, 11.3000, 4.70000, 2808.51, 0.00235000, 6.60000
5.60000e-08, 12.3000, 5.10000, 2823.53, 0.00255000, 7.20000
6.00000e-08, 12.5000, 5.10000, 2901.96, 0.00255000, 7.40000
6.40000e-08, 12.9000, 5.50000, 2690.91, 0.00275000, 7.40000
6.80000e-08, 13.5000, 5.70000, 2736.84, 0.00285000, 7.80000
7.20000e-08, 14.1000, 5.70000, 2947.37, 0.00285000, 8.40000
7.60000e-08, 14.7000, 5.90000, 2983.05, 0.00295000, 8.80000
8.00000e-08, 15.3000, 6.30000, 2857.14, 0.00315000, 9.00000
8.40000e-08, 16.1000, 5.90000, 3457.63, 0.00295000, 10.2000
8.80000e-08, 16.1000, 6.30000, 3111.11, 0.00315000, 9.80000
9.20000e-08, 17.1000, 6.50000, 3261.54, 0.00325000, 10.6000
9.60000e-08, 17.7000, 6.50000, 3446.15, 0.00325000, 11.2000
1.00000e-07, 18.1000, 6.30000, 3746.03, 0.00315000, 11.8000
1.04000e-07, 18.7000, 7.10000, 3267.61, 0.00355000, 11.6000
1.08000e-07, 19.3000, 7.10000, 3436.62, 0.00355000, 12.2000
1.12000e-07, 19.7000, 7.10000, 3549.30, 0.00355000, 12.6000
1.16000e-07, 20.3000, 7.70000, 3272.73, 0.00385000, 12.6000
1.20000e-07, 20.7000, 7.70000, 3376.62, 0.00385000, 13.0000
1.24000e-07, 21.5000, 7.90000, 3443.04, 0.00395000, 13.6000
1.28000e-07, 21.7000, 8.10000, 3358.02, 0.00405000, 13.6000
1.32000e-07, 22.5000, 8.30000, 3421.69, 0.00415000, 14.2000
1.36000e-07, 22.5000, 8.50000, 3294.12, 0.00425000, 14.0000
1.40000e-07, 23.3000, 8.90000, 3235.96, 0.00445000, 14.4000
1.44000e-07, 23.9000, 9.30000, 3139.78, 0.00465000, 14.6000
1.48000e-07, 24.3000, 9.70000, 3010.31, 0.00485000, 14.6000
1.52000e-07, 24.3000, 9.50000, 3115.79, 0.00475000, 14.8000
1.56000e-07, 24.7000, 9.70000, 3092.78, 0.00485000, 15.0000
1.60000e-07, 25.1000, 10.1000, 2970.30, 0.00505000, 15.0000
1.64000e-07, 25.3000, 10.3000, 2912.62, 0.00515000, 15.0000
1.68000e-07, 25.5000, 10.1000, 3049.50, 0.00505000, 15.4000
1.72000e-07, 25.7000, 10.7000, 2803.74, 0.00535000, 15.0000
1.76000e-07, 25.9000, 10.7000, 2841.12, 0.00535000, 15.2000
1.80000e-07, 26.3000, 10.9000, 2825.69, 0.00545000, 15.4000
1.84000e-07, 26.5000, 10.5000, 3047.62, 0.00525000, 16.0000
1.88000e-07, 26.7000, 10.5000, 3085.71, 0.00525000, 16.2000
1.92000e-07, 26.7000, 10.5000, 3085.71, 0.00525000, 16.2000
1.96000e-07, 27.1000, 10.7000, 3065.42, 0.00535000, 16.4000
2.00000e-07, 27.1000, 10.3000, 3262.14, 0.00515000, 16.8000
2.04000e-07, 26.9000, 10.1000, 3326.73, 0.00505000, 16.8000
2.08000e-07, 27.1000, 10.1000, 3366.34, 0.00505000, 17.0000
2.12000e-07, 27.1000, 10.3000, 3262.14, 0.00515000, 16.8000
2.16000e-07, 27.3000, 10.3000, 3300.97, 0.00515000, 17.0000
2.20000e-07, 27.3000, 10.3000, 3300.97, 0.00515000, 17.0000
2.24000e-07, 27.9000, 10.5000, 3314.29, 0.00525000, 17.4000
2.28000e-07, 27.9000, 10.3000, 3417.48, 0.00515000, 17.6000
2.32000e-07, 27.7000, 10.5000, 3276.19, 0.00525000, 17.2000
2.36000e-07, 27.9000, 10.9000, 3119.27, 0.00545000, 17.0000
2.40000e-07, 28.1000, 10.7000, 3252.34, 0.00535000, 17.4000
2.44000e-07, 28.3000, 11.1000, 3099.10, 0.00555000, 17.2000
2.48000e-07, 28.3000, 11.5000, 2921.74, 0.00575000, 16.8000
2.52000e-07, 28.3000, 11.5000, 2921.74, 0.00575000, 16.8000
2.56000e-07, 28.7000, 11.7000, 2905.98, 0.00585000, 17.0000
2.60000e-07, 28.9000, 12.1000, 2776.86, 0.00605000, 16.8000
2.64000e-07, 28.9000, 12.3000, 2699.19, 0.00615000, 16.6000
2.68000e-07, 29.1000, 12.5000, 2656.00, 0.00625000, 16.6000
2.72000e-07, 29.3000, 12.7000, 2614.17, 0.00635000, 16.6000
2.76000e-07, 29.5000, 12.7000, 2645.67, 0.00635000, 16.8000
2.80000e-07, 29.7000, 12.5000, 2752.00, 0.00625000, 17.2000
2.84000e-07, 29.9000, 12.9000, 2635.66, 0.00645000, 17.0000
2.88000e-07, 30.1000, 12.9000, 2666.67, 0.00645000, 17.2000
2.92000e-07, 30.5000, 13.3000, 2586.47, 0.00665000, 17.2000
2.96000e-07, 30.5000, 12.9000, 2728.68, 0.00645000, 17.6000
3.00000e-07, 30.1000, 13.1000, 2595.42, 0.00655000, 17.0000
3.04000e-07, 30.7000, 12.9000, 2759.69, 0.00645000, 17.8000
3.08000e-07, 30.9000, 13.3000, 2646.62, 0.00665000, 17.6000
3.12000e-07, 30.9000, 13.3000, 2646.62, 0.00665000, 17.6000
3.16000e-07, 30.9000, 13.1000, 2717.56, 0.00655000, 17.8000
3.20000e-07, 30.5000, 13.5000, 2518.52, 0.00675000, 17.0000
3.24000e-07, 30.9000, 12.9000, 2790.70, 0.00645000, 18.0000
3.28000e-07, 31.1000, 13.5000, 2607.41, 0.00675000, 17.6000
3.32000e-07, 30.9000, 12.9000, 2790.70, 0.00645000, 18.0000
3.36000e-07, 31.3000, 13.1000, 2778.63, 0.00655000, 18.2000
3.40000e-07, 30.9000, 12.9000, 2790.70, 0.00645000, 18.0000
3.44000e-07, 31.7000, 12.9000, 2914.73, 0.00645000, 18.8000
3.48000e-07, 31.5000, 13.1000, 2809.16, 0.00655000, 18.4000
3.52000e-07, 31.5000, 12.9000, 2883.72, 0.00645000, 18.6000
3.56000e-07, 31.5000, 12.9000, 2883.72, 0.00645000, 18.6000
3.60000e-07, 31.5000, 13.1000, 2809.16, 0.00655000, 18.4000
3.64000e-07, 32.1000, 13.1000, 2900.76, 0.00655000, 19.0000
3.68000e-07, 31.9000, 13.1000, 2870.23, 0.00655000, 18.8000
3.72000e-07, 31.9000, 13.3000, 2796.99, 0.00665000, 18.6000
3.76000e-07, 32.3000, 13.1000, 2931.30, 0.00655000, 19.2000
3.80000e-07, 32.5000, 13.5000, 2814.81, 0.00675000, 19.0000
3.84000e-07, 32.1000, 13.1000, 2900.76, 0.00655000, 19.0000
3.88000e-07, 32.1000, 13.5000, 2755.56, 0.00675000, 18.6000
3.92000e-07, 32.5000, 13.5000, 2814.81, 0.00675000, 19.0000
3.96000e-07, 32.3000, 13.9000, 2647.48, 0.00695000, 18.4000
4.00000e-07, 33.1000, 13.7000, 2832.12, 0.00685000, 19.4000
4.04000e-07, 32.7000, 13.9000, 2705.04, 0.00695000, 18.8000
4.08000e-07, 32.9000, 13.7000, 2802.92, 0.00685000, 19.2000
4.12000e-07, 32.9000, 13.9000, 2733.81, 0.00695000, 19.0000
4.16000e-07, 33.1000, 13.9000, 2762.59, 0.00695000, 19.2000
4.20000e-07, 33.1000, 13.9000, 2762.59, 0.00695000, 19.2000
4.24000e-07, 33.3000, 14.1000, 2723.40, 0.00705000, 19.2000
4.28000e-07, 33.5000, 14.1000, 2751.77, 0.00705000, 19.4000
4.32000e-07, 33.3000, 14.3000, 2657.34, 0.00715000, 19.0000
4.36000e-07, 33.5000, 14.1000, 2751.77, 0.00705000, 19.4000
