Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS
1717111006,,1.00E+03,2.89E+02,-4.43E-05,1.48E-08,-1.01E-02,8.02E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,1.27E-01,0,,0
1717111025,,1.00E+03,2.89E+02,-4.43E-05,1.53E-09,-1.02E-02,2.29E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.25E-01,0,,0
1717111043,,1.00E+03,2.88E+02,-4.43E-05,1.72E-08,-9.87E-03,8.86E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,7.16E-01,0,,0
1717111062,,1.00E+03,2.87E+02,-4.43E-05,1.66E-08,-1.01E-02,1.82E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,7.58E-01,0,,0
1717111081,,1.00E+03,2.86E+02,-4.43E-05,2.87E-08,-1.00E-02,1.50E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.99E-01,0,,0
1717111098,,1.00E+03,2.86E+02,-4.43E-05,1.19E-08,-1.03E-02,4.33E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.49E-01,0,,0
1717111116,,1.00E+03,2.85E+02,-4.43E-05,1.61E-08,-1.04E-02,1.65E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.30E-01,0,,0
1717111136,,1.00E+03,2.84E+02,-4.43E-05,3.97E-09,-1.08E-02,1.83E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.12E-01,0,,0
1717111153,,1.00E+03,2.84E+02,-4.43E-05,2.18E-08,-1.08E-02,4.89E-06,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.57E-01,0,,0
1717111171,,1.00E+03,2.83E+02,-4.43E-05,1.74E-08,-1.08E-02,1.13E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.55E-01,0,,0
1717111190,,1.00E+03,2.83E+02,-4.43E-05,8.11E-09,-1.10E-02,3.27E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.46E-01,0,,0
1717111209,,1.00E+03,2.82E+02,-4.43E-05,5.11E-09,-1.13E-02,2.78E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.51E-01,0,,0
1717111226,,1.00E+03,2.82E+02,-4.43E-05,1.11E-08,-1.14E-02,1.81E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.35E-01,0,,0
1717111244,,1.00E+03,2.81E+02,-4.43E-05,4.38E-08,-1.13E-02,1.32E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.18E-01,0,,0
1717111263,,1.00E+03,2.81E+02,-4.43E-05,9.13E-09,-1.17E-02,4.04E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.84E-01,0,,0
1717111281,,1.00E+03,2.80E+02,-4.42E-05,9.60E-09,-1.16E-02,3.17E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.59E-01,0,,0
1717111300,,1.00E+03,2.80E+02,-4.42E-05,1.32E-08,-1.17E-02,1.59E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.50E-01,0,,0
1717111318,,1.00E+03,2.79E+02,-4.42E-05,2.63E-08,-1.15E-02,4.62E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.78E-01,0,,0
1717111336,,1.00E+03,2.79E+02,-4.42E-05,8.48E-09,-1.19E-02,2.89E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.90E-01,0,,0
1717111355,,1.00E+03,2.78E+02,-4.42E-05,1.44E-08,-1.19E-02,2.27E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.03E-01,0,,0
1717111373,,1.00E+03,2.78E+02,-4.42E-05,2.73E-08,-1.22E-02,6.73E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.37E-01,0,,0
1717111391,,1.00E+03,2.77E+02,-4.42E-05,2.23E-09,-1.20E-02,1.95E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.12E-01,0,,0
1717111411,,1.00E+03,2.76E+02,-4.42E-05,4.32E-08,-1.23E-02,1.67E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.10E-01,0,,0
1717111429,,1.00E+03,2.76E+02,-4.42E-05,1.03E-08,-1.23E-02,1.38E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.22E-01,0,,0
1717111449,,1.00E+03,2.75E+02,-4.42E-05,1.11E-08,-1.24E-02,1.30E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.12E-01,0,,0
1717111467,,1.00E+03,2.75E+02,-4.42E-05,7.60E-09,-1.25E-02,2.06E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.82E-01,0,,0
1717111485,,1.00E+03,2.74E+02,-4.41E-05,3.73E-09,-1.24E-02,6.00E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717111504,,1.00E+03,2.73E+02,-4.41E-05,4.69E-09,-1.26E-02,1.11E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.26E-01,0,,0
1717111524,,1.00E+03,2.73E+02,-4.41E-05,1.56E-08,-1.28E-02,6.94E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.03E-01,0,,0
1717111541,,1.00E+03,2.72E+02,-4.41E-05,5.30E-09,-1.28E-02,3.61E-05,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.42E-01,0,,0
1717111560,,1.00E+03,2.72E+02,-4.41E-05,9.74E-09,-1.29E-02,2.57E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.57E-01,0,,0
1717111578,,1.00E+03,2.71E+02,-4.41E-05,1.59E-08,-1.30E-02,9.37E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.17E-01,0,,0
1717111597,,1.00E+03,2.70E+02,-4.41E-05,2.67E-08,-1.31E-02,3.83E-05,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717111614,,1.00E+03,2.70E+02,-4.41E-05,2.22E-08,-1.33E-02,5.20E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.98E-01,0,,0
1717111633,,1.00E+03,2.69E+02,-4.41E-05,4.20E-09,-1.32E-02,1.46E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.96E-01,0,,0
1717111651,,1.00E+03,2.69E+02,-4.40E-05,8.86E-09,-1.33E-02,1.58E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.34E-01,0,,0
1717111670,,1.00E+03,2.68E+02,-4.40E-05,1.31E-08,-1.34E-02,1.15E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.05E-01,0,,0
1717111688,,1.00E+03,2.68E+02,-4.40E-05,1.04E-08,-1.34E-02,3.93E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.09E-01,0,,0
1717111705,,1.00E+03,2.67E+02,-4.40E-05,2.41E-08,-1.35E-02,6.65E-05,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.27E-01,0,,0
1717111723,,1.00E+03,2.66E+02,-4.40E-05,1.05E-08,-1.33E-02,2.12E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.78E-01,0,,0
1717111743,,1.00E+03,2.66E+02,-4.40E-05,1.48E-08,-1.34E-02,2.69E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.09E-01,0,,0
1717111761,,1.00E+03,2.65E+02,-4.40E-05,9.75E-09,-1.35E-02,4.92E-05,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.00E-01,0,,0
1717111779,,1.00E+03,2.65E+02,-4.40E-05,2.11E-08,-1.36E-02,6.14E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.04E-01,0,,0
1717111797,,1.00E+03,2.64E+02,-4.40E-05,1.10E-08,-1.35E-02,3.24E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.54E-01,0,,0
1717111816,,1.00E+03,2.64E+02,-4.39E-05,1.37E-08,-1.38E-02,1.46E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.51E-01,0,,0
1717111833,,1.00E+03,2.63E+02,-4.40E-05,7.30E-09,-1.37E-02,6.82E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.49E-01,0,,0
1717111852,,1.00E+03,2.63E+02,-4.39E-05,1.80E-08,-1.38E-02,3.37E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.14E-01,0,,0
1717111870,,1.00E+03,2.62E+02,-4.39E-05,1.30E-08,-1.39E-02,1.63E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.24E-01,0,,0
1717111889,,1.00E+03,2.61E+02,-4.39E-05,2.57E-08,-1.39E-02,4.85E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.15E-01,0,,0
1717111907,,1.00E+03,2.61E+02,-4.38E-05,1.93E-08,-1.38E-02,7.68E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.38E-01,0,,0
1717111924,,1.00E+03,2.60E+02,-4.38E-05,2.32E-08,-1.37E-02,4.51E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.36E-01,0,,0
1717111942,,1.00E+03,2.60E+02,-4.38E-05,1.75E-08,-1.38E-02,5.20E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.46E-01,0,,0
1717111962,,1.00E+03,2.59E+02,-4.38E-05,1.28E-08,-1.39E-02,6.12E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.87E-01,0,,0
1717111979,,1.00E+03,2.58E+02,-4.38E-05,1.67E-08,-1.37E-02,3.41E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.91E-01,0,,0
1717111998,,1.00E+03,2.58E+02,-4.38E-05,2.52E-08,-1.40E-02,1.38E-06,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.19E-01,0,,0
1717112017,,1.00E+03,2.57E+02,-4.37E-05,9.40E-09,-1.39E-02,1.06E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.17E-01,0,,0
1717112035,,1.00E+03,2.57E+02,-4.37E-05,1.08E-08,-1.39E-02,2.00E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.14E-01,0,,0
1717112053,,1.00E+03,2.56E+02,-4.37E-05,7.17E-09,-1.40E-02,5.68E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.06E-01,0,,0
1717112072,,1.00E+03,2.55E+02,-4.37E-05,1.17E-08,-1.40E-02,1.31E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.15E-01,0,,0
1717112090,,1.00E+03,2.55E+02,-4.37E-05,6.03E-09,-1.38E-02,8.13E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.13E-01,0,,0
1717112109,,1.00E+03,2.54E+02,-4.36E-05,2.76E-08,-1.40E-02,1.92E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.16E-01,0,,0
1717112128,,1.00E+03,2.54E+02,-4.36E-05,1.13E-08,-1.39E-02,9.76E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.32E-01,0,,0
1717112147,,1.00E+03,2.53E+02,-4.36E-05,8.39E-10,-1.38E-02,1.57E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.17E-01,0,,0
1717112164,,1.00E+03,2.53E+02,-4.35E-05,4.77E-09,-1.37E-02,2.21E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.85E-01,0,,0
1717112183,,1.00E+03,2.52E+02,-4.35E-05,1.07E-08,-1.37E-02,5.42E-06,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.89E-01,0,,0
1717112202,,1.00E+03,2.51E+02,-4.35E-05,5.06E-09,-1.38E-02,9.62E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.21E-01,0,,0
1717112220,,1.00E+03,2.51E+02,-4.34E-05,1.31E-08,-1.36E-02,8.36E-06,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.25E-01,0,,0
1717112238,,1.00E+03,2.50E+02,-4.34E-05,1.82E-08,-1.36E-02,3.41E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.16E-01,0,,0
1717112257,,1.00E+03,2.50E+02,-4.34E-05,2.87E-08,-1.35E-02,2.55E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.54E-01,0,,0
1717112276,,1.00E+03,2.49E+02,-4.34E-05,3.16E-09,-1.33E-02,1.33E-04,3,9.82E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.23E-01,0,,0
1717112293,,1.00E+03,2.48E+02,-4.33E-05,2.49E-08,-1.34E-02,3.51E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.43E-01,0,,0
1717112311,,1.00E+03,2.48E+02,-4.33E-05,2.48E-08,-1.38E-02,2.00E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.95E-01,0,,0
1717112330,,1.00E+03,2.47E+02,-4.32E-05,2.72E-08,-1.35E-02,3.00E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.26E-01,0,,0
1717112348,,1.00E+03,2.47E+02,-4.32E-05,5.23E-09,-1.32E-02,2.56E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.84E-01,0,,0
1717112367,,1.00E+03,2.46E+02,-4.31E-05,2.50E-08,-1.33E-02,7.97E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.21E-01,0,,0
1717112386,,1.00E+03,2.46E+02,-4.31E-05,3.96E-08,-1.30E-02,3.29E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.85E-01,0,,0
1717112405,,1.00E+03,2.45E+02,-4.30E-05,2.69E-08,-1.31E-02,1.65E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.93E-01,0,,0
1717112423,,1.00E+03,2.44E+02,-4.30E-05,3.50E-09,-1.31E-02,3.82E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.97E-01,0,,0
1717112441,,1.00E+03,2.44E+02,-4.29E-05,2.27E-08,-1.31E-02,1.65E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.55E-01,0,,0
1717112460,,1.00E+03,2.43E+02,-4.29E-05,1.30E-08,-1.30E-02,2.20E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.68E-01,0,,0
1717112478,,1.00E+03,2.43E+02,-4.28E-05,2.86E-08,-1.31E-02,9.77E-05,3,9.80E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.27E-01,0,,0
1717112496,,1.00E+03,2.42E+02,-4.27E-05,1.87E-08,-1.29E-02,1.69E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.92E-01,0,,0
1717112514,,1.00E+03,2.42E+02,-4.27E-05,2.56E-08,-1.28E-02,2.28E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.33E-01,0,,0
1717112532,,1.00E+03,2.41E+02,-4.26E-05,1.82E-08,-1.23E-02,5.85E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.35E-01,0,,0
1717112551,,1.00E+03,2.40E+02,-4.25E-05,5.09E-08,-1.27E-02,2.20E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.33E-01,0,,0
1717112569,,1.00E+03,2.40E+02,-4.25E-05,1.77E-08,-1.24E-02,1.19E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.72E-01,0,,0
1717112588,,1.00E+03,2.39E+02,-4.24E-05,1.10E-08,-1.28E-02,2.32E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.32E-01,0,,0
1717112606,,1.00E+03,2.39E+02,-4.23E-05,3.00E-09,-1.24E-02,8.78E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.45E-01,0,,0
1717112625,,1.00E+03,2.38E+02,-4.22E-05,3.96E-08,-1.24E-02,4.36E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.00E-01,0,,0
1717112643,,1.00E+03,2.37E+02,-4.21E-05,4.74E-08,-1.22E-02,4.83E-05,3,9.80E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717112661,,1.00E+03,2.37E+02,-4.20E-05,3.90E-08,-1.24E-02,9.16E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.42E-01,0,,0
1717112679,,1.00E+03,2.36E+02,-4.19E-05,5.07E-08,-1.21E-02,4.06E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.49E-01,0,,0
1717112698,,1.00E+03,2.36E+02,-4.17E-05,2.29E-08,-1.21E-02,1.74E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.51E-01,0,,0
1717112716,,1.00E+03,2.35E+02,-4.16E-05,3.37E-08,-1.20E-02,1.62E-06,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.53E-01,0,,0
1717112734,,1.00E+03,2.34E+02,-4.14E-05,2.81E-08,-1.17E-02,6.92E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.10E-01,0,,0
1717112752,,1.00E+03,2.34E+02,-4.13E-05,6.72E-08,-1.19E-02,2.64E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.42E-01,0,,0
1717112771,,1.00E+03,2.33E+02,-4.11E-05,9.50E-08,-1.17E-02,2.21E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.16E-01,0,,0
1717112789,,1.00E+03,2.33E+02,-4.09E-05,7.09E-08,-1.17E-02,1.06E-04,3,9.80E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.06E-01,0,,0
1717112808,,1.00E+03,2.32E+02,-4.07E-05,7.56E-08,-1.15E-02,2.12E-04,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.99E-01,0,,0
1717112826,,1.00E+03,2.31E+02,-4.05E-05,9.36E-08,-1.15E-02,6.23E-05,3,9.81E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.11E-01,0,,0
1717112846,,1.00E+03,2.31E+02,-4.03E-05,9.65E-08,-1.13E-02,2.98E-04,3,9.80E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717112864,,1.00E+03,2.30E+02,-4.00E-05,6.63E-08,-1.13E-02,2.69E-04,3,9.80E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.15E-01,0,,0
