Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS
1717116918,,1.00E+03,9.97E+01,1.78E-04,5.09E-08,-7.68E-03,1.40E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.71E-01,0,,0
1717116936,,1.00E+03,9.91E+01,1.78E-04,7.64E-08,-7.58E-03,6.95E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.30E-01,0,,0
1717116954,,1.00E+03,9.85E+01,1.79E-04,3.14E-08,-7.41E-03,3.38E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.89E-01,0,,0
1717116973,,1.00E+03,9.79E+01,1.79E-04,6.32E-08,-7.24E-03,7.45E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.35E-01,0,,0
1717116992,,1.00E+03,9.73E+01,1.79E-04,5.42E-08,-7.13E-03,2.43E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.94E-01,0,,0
1717117009,,1.00E+03,9.67E+01,1.79E-04,5.38E-08,-6.98E-03,1.67E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.95E-01,0,,0
1717117026,,1.00E+03,9.61E+01,1.79E-04,3.27E-09,-6.88E-03,1.11E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.41E-01,0,,0
1717117045,,1.00E+03,9.55E+01,1.79E-04,1.34E-09,-6.66E-03,1.23E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717117063,,1.00E+03,9.49E+01,1.79E-04,3.35E-08,-6.53E-03,2.24E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.53E-01,0,,0
1717117082,,1.00E+03,9.43E+01,1.79E-04,2.61E-08,-6.36E-03,9.14E-06,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717117099,,1.00E+03,9.37E+01,1.79E-04,5.41E-08,-6.24E-03,8.23E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.09E-01,0,,0
1717117119,,1.00E+03,9.30E+01,1.79E-04,6.01E-08,-6.17E-03,6.52E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.52E-01,0,,0
1717117136,,1.00E+03,9.25E+01,1.78E-04,6.58E-08,-5.95E-03,8.97E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.57E-01,0,,0
1717117155,,1.00E+03,9.19E+01,1.78E-04,3.55E-08,-5.80E-03,3.96E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.59E-01,0,,0
1717117173,,1.00E+03,9.12E+01,1.78E-04,3.62E-08,-5.74E-03,1.45E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.14E-01,0,,0
1717117192,,1.00E+03,9.06E+01,1.78E-04,6.61E-08,-5.57E-03,7.04E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.11E-01,0,,0
1717117210,,1.00E+03,9.00E+01,1.78E-04,7.46E-08,-5.47E-03,4.05E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.19E-01,0,,0
1717117227,,1.00E+03,8.94E+01,1.78E-04,4.43E-08,-5.22E-03,1.72E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.17E-01,0,,0
1717117246,,1.00E+03,8.88E+01,1.78E-04,2.61E-08,-5.19E-03,7.60E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.51E-01,0,,0
1717117264,,1.00E+03,8.82E+01,1.77E-04,5.25E-08,-5.01E-03,2.01E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.78E-01,0,,0
1717117283,,1.00E+03,8.76E+01,1.77E-04,8.02E-08,-4.95E-03,1.26E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.60E-01,0,,0
1717117300,,1.00E+03,8.70E+01,1.77E-04,3.90E-08,-4.78E-03,1.08E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.09E-01,0,,0
1717117318,,1.00E+03,8.64E+01,1.77E-04,3.99E-08,-4.79E-03,1.58E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.99E-01,0,,0
1717117336,,1.00E+03,8.58E+01,1.77E-04,5.51E-08,-4.58E-03,1.53E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.40E-01,0,,0
1717117354,,1.00E+03,8.52E+01,1.77E-04,6.81E-08,-4.52E-03,4.18E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.49E-01,0,,0
1717117372,,1.00E+03,8.46E+01,1.76E-04,1.22E-07,-4.44E-03,6.17E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.52E-01,0,,0
1717117390,,1.00E+03,8.40E+01,1.76E-04,9.05E-08,-4.26E-03,2.44E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.88E-01,0,,0
1717117410,,1.00E+03,8.33E+01,1.76E-04,8.59E-08,-4.10E-03,7.34E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.53E-01,0,,0
1717117428,,1.00E+03,8.27E+01,1.75E-04,9.63E-08,-3.96E-03,1.35E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.50E-01,0,,0
1717117446,,1.00E+03,8.21E+01,1.75E-04,9.62E-08,-3.93E-03,1.34E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.20E-01,0,,0
1717117465,,1.00E+03,8.15E+01,1.75E-04,1.16E-07,-3.85E-03,2.67E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.31E-01,0,,0
1717117484,,1.00E+03,8.08E+01,1.75E-04,1.16E-07,-3.63E-03,8.37E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.52E-01,0,,0
1717117502,,1.00E+03,8.02E+01,1.74E-04,8.74E-08,-3.59E-03,5.32E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.25E-01,0,,0
1717117521,,1.00E+03,7.96E+01,1.74E-04,7.23E-08,-3.40E-03,5.64E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.24E-01,0,,0
1717117539,,1.00E+03,7.90E+01,1.74E-04,2.07E-08,-3.43E-03,1.88E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.05E-01,0,,0
1717117558,,1.00E+03,7.83E+01,1.74E-04,4.45E-08,-3.13E-03,4.67E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.53E-01,0,,0
1717117576,,1.00E+03,7.78E+01,1.74E-04,6.80E-08,-3.17E-03,4.03E-07,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.24E-01,0,,0
1717117594,,1.00E+03,7.71E+01,1.73E-04,5.07E-08,-2.98E-03,3.32E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.35E-01,0,,0
1717117612,,1.00E+03,7.65E+01,1.73E-04,5.72E-08,-2.94E-03,3.81E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.64E-01,0,,0
1717117632,,1.00E+03,7.58E+01,1.73E-04,3.75E-08,-2.82E-03,1.30E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.69E-01,0,,0
1717117649,,1.00E+03,7.53E+01,1.73E-04,5.46E-08,-2.67E-03,5.08E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.47E-01,0,,0
1717117668,,1.00E+03,7.46E+01,1.73E-04,9.52E-08,-2.57E-03,2.64E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.83E-01,0,,0
1717117686,,1.00E+03,7.40E+01,1.73E-04,2.82E-08,-2.66E-03,4.76E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.47E-01,0,,0
1717117705,,1.00E+03,7.33E+01,1.72E-04,4.29E-08,-2.43E-03,2.10E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.89E-01,0,,0
1717117723,,1.00E+03,7.27E+01,1.72E-04,1.37E-09,-2.30E-03,4.58E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.50E-01,0,,0
1717117742,,1.00E+03,7.20E+01,1.72E-04,5.51E-08,-2.17E-03,1.22E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.26E-01,0,,0
1717117760,,1.00E+03,7.14E+01,1.72E-04,7.39E-08,-2.10E-03,2.19E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.09E-01,0,,0
1717117778,,1.00E+03,7.08E+01,1.72E-04,5.37E-08,-1.91E-03,8.33E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.51E-01,0,,0
1717117797,,1.00E+03,7.01E+01,1.72E-04,1.20E-08,-1.93E-03,2.05E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.56E-01,0,,0
1717117815,,1.00E+03,6.95E+01,1.71E-04,7.15E-08,-1.76E-03,8.54E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.53E-01,0,,0
1717117833,,1.00E+03,6.89E+01,1.71E-04,3.74E-08,-1.68E-03,2.86E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.59E-01,0,,0
1717117852,,1.00E+03,6.82E+01,1.71E-04,4.00E-08,-1.59E-03,4.14E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.57E-01,0,,0
1717117870,,1.00E+03,6.76E+01,1.71E-04,4.56E-09,-1.43E-03,2.36E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.20E-01,0,,0
1717117888,,1.00E+03,6.70E+01,1.71E-04,7.95E-08,-1.40E-03,6.58E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.67E-01,0,,0
1717117907,,1.00E+03,6.63E+01,1.71E-04,3.38E-08,-1.34E-03,6.73E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.23E-01,0,,0
1717117926,,1.00E+03,6.56E+01,1.71E-04,4.73E-08,-1.28E-03,7.49E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.16E-01,0,,0
1717117945,,1.00E+03,6.50E+01,1.71E-04,1.49E-08,-9.31E-04,1.42E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.57E-01,0,,0
1717117963,,1.00E+03,6.44E+01,1.70E-04,3.74E-08,-1.10E-03,1.44E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.66E-01,0,,0
1717117981,,1.00E+03,6.37E+01,1.70E-04,6.22E-08,-8.06E-04,9.13E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.27E-01,0,,0
1717118000,,1.00E+03,6.31E+01,1.70E-04,5.17E-08,-7.15E-04,1.35E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.91E-01,0,,0
1717118019,,1.00E+03,6.24E+01,1.70E-04,1.27E-08,-7.93E-04,2.91E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.47E-01,0,,0
1717118037,,1.00E+03,6.18E+01,1.70E-04,5.73E-08,-4.82E-04,2.50E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.19E-01,0,,0
1717118057,,1.00E+03,6.11E+01,1.70E-04,1.39E-08,-4.95E-04,1.30E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.01E-01,0,,0
1717118074,,1.00E+03,6.05E+01,1.70E-04,3.87E-08,-4.47E-04,8.18E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.61E-01,0,,0
1717118093,,1.00E+03,5.98E+01,1.70E-04,2.22E-08,-3.69E-04,1.49E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.20E-01,0,,0
1717118111,,1.00E+03,5.92E+01,1.70E-04,4.37E-08,-8.64E-05,1.60E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.63E-01,0,,0
1717118131,,1.00E+03,5.85E+01,1.70E-04,2.23E-08,-3.85E-06,2.66E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.07E-01,0,,0
1717118149,,1.00E+03,5.79E+01,1.69E-04,1.96E-08,1.67E-04,3.91E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.73E-01,0,,0
1717118166,,1.00E+03,5.72E+01,1.69E-04,4.95E-08,2.11E-04,1.61E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.71E-01,0,,0
1717118187,,1.00E+03,5.65E+01,1.69E-04,5.60E-08,3.56E-04,6.28E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.69E-01,0,,0
1717118205,,1.00E+03,5.59E+01,1.69E-04,4.75E-09,5.38E-04,6.27E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.31E-01,0,,0
1717118223,,1.00E+03,5.52E+01,1.69E-04,6.14E-08,7.06E-04,1.99E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.86E-01,0,,0
1717118241,,1.00E+03,5.45E+01,1.69E-04,3.81E-10,7.37E-04,1.10E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.32E-01,0,,0
1717118261,,1.00E+03,5.38E+01,1.69E-04,1.92E-08,8.60E-04,1.64E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.43E-01,0,,0
1717118279,,1.00E+03,5.32E+01,1.69E-04,3.81E-08,1.08E-03,1.67E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.84E-01,0,,0
1717118298,,1.00E+03,5.25E+01,1.69E-04,9.07E-09,1.19E-03,1.84E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.35E-01,0,,0
1717118316,,1.00E+03,5.19E+01,1.69E-04,2.56E-08,1.30E-03,7.66E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.35E-01,0,,0
1717118335,,1.00E+03,5.12E+01,1.69E-04,6.09E-08,1.35E-03,3.24E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.16E-01,0,,0
1717118354,,1.00E+03,5.06E+01,1.69E-04,4.55E-09,1.68E-03,1.47E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.49E-01,0,,0
1717118372,,1.00E+03,5.00E+01,1.69E-04,1.33E-08,1.70E-03,2.32E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.03E-01,0,,0
1717118390,,1.00E+03,4.94E+01,1.69E-04,1.54E-08,1.86E-03,5.95E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.43E-01,0,,0
1717118410,,1.00E+03,4.88E+01,1.69E-04,7.23E-09,2.15E-03,5.84E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.36E-01,0,,0
1717118428,,1.00E+03,4.82E+01,1.69E-04,7.30E-09,2.13E-03,3.63E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.45E-01,0,,0
1717118447,,1.00E+03,4.76E+01,1.69E-04,5.57E-09,2.27E-03,3.23E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.16E-01,0,,0
1717118464,,1.00E+03,4.70E+01,1.69E-04,5.14E-09,2.46E-03,3.39E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.61E-01,0,,0
1717118483,,1.00E+03,4.64E+01,1.69E-04,1.25E-08,2.58E-03,8.17E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.89E-01,0,,0
1717118500,,1.00E+03,4.58E+01,1.69E-04,1.80E-08,2.79E-03,1.85E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.35E-01,0,,0
1717118519,,1.00E+03,4.52E+01,1.69E-04,2.64E-08,2.78E-03,9.42E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.40E-01,0,,0
1717118537,,1.00E+03,4.46E+01,1.69E-04,2.19E-08,2.92E-03,6.51E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.93E-01,0,,0
1717118555,,1.00E+03,4.40E+01,1.69E-04,2.60E-08,3.13E-03,1.36E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.72E-01,0,,0
1717118574,,1.00E+03,4.34E+01,1.69E-04,9.72E-09,3.22E-03,1.67E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.45E-01,0,,0
1717118592,,1.00E+03,4.27E+01,1.69E-04,4.50E-09,3.54E-03,3.33E-06,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.68E-01,0,,0
1717118610,,1.00E+03,4.21E+01,1.69E-04,2.10E-08,3.57E-03,1.24E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.38E-01,0,,0
1717118631,,1.00E+03,4.14E+01,1.70E-04,2.40E-08,3.70E-03,6.44E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.81E-01,0,,0
1717118649,,1.00E+03,4.08E+01,1.70E-04,7.99E-08,3.86E-03,1.42E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.13E-01,0,,0
1717118668,,1.00E+03,4.02E+01,1.70E-04,1.35E-08,3.95E-03,8.62E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.89E-01,0,,0
1717118686,,1.00E+03,3.96E+01,1.70E-04,2.04E-08,4.23E-03,1.20E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.55E-01,0,,0
1717118706,,1.00E+03,3.89E+01,1.70E-04,7.44E-09,4.21E-03,1.41E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.53E-01,0,,0
1717118723,,1.00E+03,3.83E+01,1.70E-04,6.93E-08,4.21E-03,1.33E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.51E-01,0,,0
1717118741,,1.00E+03,3.77E+01,1.70E-04,2.74E-09,4.29E-03,1.45E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.52E-01,0,,0
1717118759,,1.00E+03,3.71E+01,1.70E-04,2.78E-09,4.48E-03,3.82E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.18E-01,0,,0
1717118778,,1.00E+03,3.64E+01,1.70E-04,1.97E-08,4.54E-03,2.38E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.59E-01,0,,0
1717118796,,1.00E+03,3.59E+01,1.70E-04,4.88E-08,4.73E-03,1.11E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.61E-01,0,,0
1717118814,,1.00E+03,3.53E+01,1.70E-04,2.43E-08,4.77E-03,1.21E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.35E-01,0,,0
1717118832,,1.00E+03,3.47E+01,1.70E-04,3.11E-08,4.88E-03,3.45E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.40E-01,0,,0
1717118851,,1.00E+03,3.40E+01,1.70E-04,2.14E-08,5.02E-03,5.38E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.34E-01,0,,0
1717118870,,1.00E+03,3.34E+01,1.71E-04,8.39E-09,5.12E-03,8.85E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.28E-01,0,,0
1717118887,,1.00E+03,3.28E+01,1.71E-04,3.10E-08,5.18E-03,6.49E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.75E-01,0,,0
1717118905,,1.00E+03,3.22E+01,1.71E-04,3.44E-08,5.33E-03,2.03E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.46E-01,0,,0
